"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2006-2007","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Sci, Technol & Med in Society","901
001
8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"STS
875","8
Dept. Total","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Graduate","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"February 17, 2011","","","","","","","","","","","","","","","","Page 295 of 406"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
