"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","","14","3.769","57.1","28.6","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"","170
002","","15","3.633","53.3","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
006","","17","3.676","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
007","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","68","3.716","58.8","23.5","16.2",".",".",".",".",".",".",".",".",".",".","1.5",".","."
"Electrodynamics I","220
001","","36","3.208","44.4","8.3","22.2","11.1","8.3","2.8","2.8",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","59","2.585","13.6","13.6","23.7","15.3","22.0","3.4","8.5",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","252
001","","45","2.256","13.3","4.4","15.6","20.0","24.4","11.1","11.1",".",".",".",".",".",".",".",".","."
"","270
001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
004","","13","3.769","92.3",".",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","270
006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","48","3.906","91.7","6.3",".",".",".","2.1",".",".",".",".",".",".",".",".",".","."
"","271
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
006","","15","3.700","46.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","45","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","313
004","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","35","3.814","74.3","20.0","2.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","315
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","21","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","40","3.225","45.0","15.0","17.5","5.0","10.0","5.0","2.5",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","31","3.806","71.0","19.4","9.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","52","2.913","13.5","21.2","17.3","30.8","17.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","12","3.083","25.0","33.3","16.7","16.7",".",".","8.3",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","45","3.278","33.3","28.9","20.0","4.4","8.9","4.4",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","","38","2.842","18.4","21.1","18.4","10.5","23.7","7.9",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","340
001","","55","3.664","60.0","25.5","5.5","5.5","3.6",".",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","","29","2.862","10.3","27.6","20.7","13.8","24.1","3.4",".",".",".",".",".",".",".",".",".","."
"","351
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 110 of 406",""
