"","775
002","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","775
003","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","775
004","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Externship","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"COMP BIO
934","Dept. Total","344","3.176","29.7","20.3","23.3","10.5","10.5","3.2","",".","1.2","",".",".","",".","1.2","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","4","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","3","4.000","66.7",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".","33.3","."
"Undergraduates","","7","4.000","85.7",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".","14.3","."
"Graduate","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 1","","328","3.166","29.0","21.3","24.4","11.0","11.0","3.4","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","3","",".",".",".",".",".",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"Prof Yr 4","","4","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","336","3.166","28.3","20.8","23.8","10.7","10.7","3.3","",".","1.2","",".",".","",".","1.2","",".",".",".","."
"","Dept. Total","344","3.176","29.7","20.3","23.3","10.5","10.5","3.2","",".","1.2","",".",".","",".","1.2","",".",".","0.3","."
