"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"","#Name?
Grand Total","#Name?","Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","","","","","","#Name?"
"University of Wisconsin-Madison","","# Grades Ave","A","","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","20698","3.120","","30.0","21.5","22.7","8.4","10.2","","2.7","","1.7","0.1",".","2.5","0.1",".","0.1","0.1","0.0","0.1"
"Sophomore","27158","3.136","","30.2","21.5","23.7","9.3","10.0","","2.6","","1.3","0.4","0.0","0.8","0.0",".","0.1","0.1","0.0","0.0"
"Junior","31096","3.202","","34.0","21.1","23.0","8.2","8.3","","2.1","","1.5","0.5","0.0","1.0","0.0","0.0","0.0","0.1","0.0","0.0"
"Senior","40941","3.326","","41.0","20.0","19.4","6.9","6.5","","1.6","","1.1","1.4","0.0","1.8","0.0","0.0","0.0","0.1","0.0","0.0"
"Undergraduates","119893","3.211","","34.8","20.9","21.9","8.1","8.4","","2.1","","1.4","0.7","0.0","1.5","0.0","0.0","0.0","0.1","0.0","0.0"
"Special","2502","3.438","","41.7","13.7","12.9","2.8","3.8","","0.8","","0.9","15.1","0.0","3.0","0.1","0.0","0.6","0.6","2.8","0.2"
"Graduate","22436","3.755","","51.1","14.4","7.0","0.9","0.4","","0.1","","0.1","20.5","0.1","2.3","0.0","2.2","0.6","0.0","0.3","0.1"
"Prof Yr 1","3523","2.553","","31.5","10.2","22.1","2.9","4.3","","0.6","","0.1","2.4",".","1.5",".","0.3","0.1",".","0.0","."
"Prof Yr 2","4202","2.883","","31.5","14.9","20.3","3.2","2.6","","0.4","","0.1","11.4",".","2.3",".","0.1","0.1",".","0.0","0.6"
"Prof Yr 3","3643","3.433","","36.5","19.9","17.5","2.5","1.3","","0.5","","0.1","17.6","0.0","2.0","0.0","0.1","0.2",".","0.2","0.5"
"Prof Yr 4","2043","3.817","","53.7","12.8","3.6","0.6","0.0","","0.1","","0.0","28.7",".","0.1",".","0.0","0.1",".",".","0.1"
"Professionals","13411","3.060","","36.2","14.7","17.5","2.5","2.3","","0.5","","0.1","13.3","0.0","1.7","0.0","0.1","0.1",".","0.1","0.3"
"University Total","158242","3.254","","37.4","19.3","19.2","6.5","6.7","","1.7","","1.1","4.8","0.0","1.6","0.0","0.3","0.1","0.1","0.1","0.1"
