"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1253","3.229","25.8","22.1","32.9","9.9","6.6","0.6","0.6","1.0","0.1",".","",".","",".","0.2",".","0.2","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Junior","301","3.071","16.3","18.3","40.5","15.3","8.6","1.0",".",".",".",".","",".","",".",".",".",".","."
"Senior","541","3.063","18.7","16.8","39.2","12.8","9.1","0.7","1.3","0.9","0.2",".","",".","",".","0.4",".",".","."
"Undergraduates","842","3.066","17.8","17.3","39.7","13.7","8.9","0.8","0.8","0.6","0.1",".","",".","",".","0.2",".",".","."
"Special","60","3.634","51.7","25.0","13.3",".","1.7","1.7",".","1.7",".",".","",".","",".",".",".","5.0","."
"Graduate","343","3.553","40.2","33.5","19.5","2.6","2.0",".",".","1.7",".",".","",".","",".",".",".",".","0.3"
"Prof Yr 2","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","7","3.674","57.1","14.3","28.6",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","8","3.596","50.0","12.5","37.5",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","1253","3.229","25.8","22.1","32.9","9.9","6.6","0.6","0.6","1.0","0.1",".","",".","",".","0.2",".","0.2","0.1"
