"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","",""
"101
Human Language","001","234","3.286","36.8","28.6","13.2","9.8","7.3","2.6","1.7",".",".",".",".",".",".",".",".","."
"236
Bascom Course","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"301
Intro Ling-Descript&Theoret","001","77","3.329","36.4","32.5","13.0","9.1","1.3","5.2","1.3",".",".",".",".",".",".",".","1.3","."
"306
General Phonetics","001","22","3.386","50.0","27.3","9.1","4.5",".","4.5","4.5",".",".",".",".",".",".",".",".","."
"310
Phonology","001","32","3.484","34.4","37.5","18.8","9.4",".",".",".",".",".",".",".",".",".",".",".","."
"330
Syntax","001","26","3.250","38.5","11.5","23.1","23.1",".","3.8",".",".",".",".",".",".",".",".",".","."
"371
Survey-N Amer Indian Languages","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"373","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"373","001","14","3.714","78.6","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Topics in Linguistics","Course Total","15","3.727","80.0","13.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"426
Field Methods I","001","10","3.550","80.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"430
Language and Culture","001","9","3.741","77.8","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"481","013","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"481","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior Honors Tutorial","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"522
Advanced Morphology","001","11","3.400","45.5","36.4",".",".",".",".","9.1",".",".",".",".",".","9.1",".",".","."
"540
Advanced Semantics","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"583","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"583","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"583","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Tutorial","Course Total","3","***","","","","","","","","","","","","","","","",""
"681","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar-Sr Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"800
Research Methods&Materials","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"977
Seminar","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"978
Seminar","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
