"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9409","3.299","34.6","21.0","27.3","","6.9 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.667","10.0",".","10.0",".",".","10.0",".",".",".","70.0",".",".",".",".",".","."
"Sophomore","","538","2.985","24.7","7.2","40.0","9.3","13.6","3.7","0.6",".",".","0.9",".",".",".",".",".","."
"Junior","","2733","3.157","27.8","18.0","33.3","8.9","9.5","1.5","0.7","0.1",".","0.1",".",".",".","0.1",".","0.1"
"Senior","","3848","3.250","30.8","21.3","28.7","8.4","8.0","1.0","0.6","1.0","0.1","0.2",".",".","0.1","0.0",".","."
"Undergraduates","","7129","3.194","29.1","18.9","31.3","8.7","8.9","1.4","0.7","0.6","0.0","0.3",".",".","0.0","0.0",".","0.0"
"Special","","195","3.420","42.6","24.6","18.5","2.6","5.6","2.1","1.0","1.5",".",".",".",".",".",".","1.5","."
"Graduate","","2051","3.660","52.7","28.0","14.2","1.2","1.2",".","0.0","2.2",".","0.1",".","0.1",".",".",".","0.2"
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","6","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","27","3.512","51.9","14.8","25.9","3.7",".","3.7",".",".",".",".",".",".",".",".",".","."
"Professionals","","34","3.466","44.1","17.6","32.4","2.9",".","2.9",".",".",".",".",".",".",".",".",".","."
"","College Total","9409","3.299","34.6","21.0","27.3","6.9","7.2","1.1","0.5","1.0","0.0","0.2",".","0.0","0.0","0.0","0.0","0.1"
