"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","723
020","13","0.462",".",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","12","0.833","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
723","12","0.417",".",".","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","281","1.178","5.3",".","31.7",".","0.7",".",".",".",".",".",".",".",".",".",".","."
"","726
001","102","1.510","11.8",".","32.4",".","2.9","1.0",".",".",".",".",".",".",".",".",".","."
"","726
002","108","1.287","6.5",".","26.9",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","726
003","21","1.333","19.0",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
004","25","1.160","8.0",".","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
005","24","1.542","16.7",".","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","280","1.382","10.4",".","28.6",".","5.4","0.4",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","19","1.633","15.8","5.3","15.8",".",".",".",".","21.1",".",".",".",".",".",".",".","."
"","731
001","65","1.729","16.9","4.6","20.0","1.5","4.6",".",".","9.2",".",".",".",".",".",".",".","."
"","731
002","61","1.643","11.5",".","21.3",".","1.6",".","1.6","31.1",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","126","1.699","14.3","2.4","20.6","0.8","3.2",".","0.8","19.8",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","73","3.048","46.6","2.7","17.8",".","2.7","5.5","4.1","13.7",".",".",".",".",".",".",".","."
"","733
001","113","1.713","18.6","1.8","10.6",".","4.4","8.8",".","23.0",".",".",".",".",".",".",".","."
"","733
002","53","1.767","22.6","1.9","11.3","3.8",".","5.7",".","15.1",".",".",".",".",".",".",".","."
"Trusts and Estates","Course Total","166","1.728","19.9","1.8","10.8","1.2","3.0","7.8",".","20.5",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","18","3.125","33.3","22.2","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","21","2.595","23.8","14.3","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
001","54","2.329","22.2","9.3","18.5",".",".",".",".","24.1",".",".",".",".",".",".",".","."
"","740
002","22","2.395","31.8","4.5","18.2",".","4.5",".",".","13.6",".",".",".",".",".",".",".","."
"","740
003","43","2.943","32.6","7.0","23.3","2.3","4.7",".",".","18.6",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","119","2.568","27.7","7.6","20.2","0.8","2.5",".",".","20.2",".",".",".",".",".",".",".","."
"","742
001","60","2.094","16.7","10.0","20.0","1.7",".","1.7",".","20.0",".",".",".",".",".",".",".","."
"","742
002","51","2.722","27.5","11.8","7.8",".","7.8","2.0",".","29.4",".",".",".",".",".",".",".","."
"Taxation I","Course Total","111","2.320","21.6","10.8","14.4","0.9","3.6","1.8",".","24.3",".",".",".",".",".",".",".","."
"","743
001","20","3.425","70.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","14","3.464","57.1","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","34","3.441","64.7","11.8","14.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","22","2.075","31.8","4.5","13.6",".",".","4.5",".","9.1",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","58","2.033","17.2","8.6","20.7",".",".",".",".","20.7",".",".",".",".",".",".",".","."
"Antitrust","748
001","16","2.393","37.5","6.3","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","57","2.314","24.6","5.3","26.3","1.8","3.5",".",".","10.5",".",".",".",".",".",".",".","."
"Role of Police in Free Soc","760
001","16","2.531","31.3","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","772
001","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law and the Elderly","773
001","11","3.200","36.4","36.4",".",".","9.1",".",".",".",".",".",".",".",".",".","9.1","."
"","801
001","65","1.395","16.9","1.5","15.4",".","1.5",".",".","12.3",".",".",".",".",".",".",".","."
"","801
002","84","1.296","15.5",".","13.1","1.2","4.8","3.6",".","9.5",".",".",".",".",".",".",".","."
"Evidence","Course Total","149","1.338","16.1","0.7","14.1","0.7","3.4","2.0",".","10.7",".",".",".",".",".",".",".","."
"","802
001","29","3.034","41.4","13.8","27.6",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","802
002","38","2.647","31.6","10.5","23.7",".",".","2.6",".","10.5",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","67","2.825","35.8","11.9","25.4",".","1.5","1.5",".","6.0",".",".",".",".",".",".",".","."
