"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","1076","3.520","41.6","31.8","18.9","3.7","2.3","0.3","0.6","0.6","0.1",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","120","3.328","39.2","25.0","21.7","6.7","3.3","0.8","3.3",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","317","3.578","44.8","34.4","14.8","3.5","1.6","0.6",".",".","0.3",".","",".","",".","",".",".",".","."
"Junior","","335","3.555","42.7","33.4","19.1","2.7","1.5",".","0.6",".",".",".","",".","",".","",".",".",".","."
"Senior","","299","3.485","37.8","30.4","22.1","4.0","3.7",".",".","1.3",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","1071","3.518","41.5","31.9","19.0","3.7","2.3","0.3","0.6","0.4","0.1",".","",".","",".","",".","0.2",".","."
"Special","","5","4.000","60.0",".",".",".",".",".",".","40.0",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1076","3.520","41.6","31.8","18.9","3.7","2.3","0.3","0.6","0.6","0.1",".","",".","",".","",".","0.2",".","."
