"","990
021","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
023","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
024","5","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","29","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"F&W ECOL
396","Dept. Total","381","3.464","47.2","16.3","15.5","6.0","3.4","2.6","1.0","7.6","",".",".",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.379","33.3","38.9","11.1","5.6","5.6","5.6",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","74","3.527","62.2","14.9","8.1","6.8","4.1","2.7","1.4",".","",".",".",".","",".",".",".",".","."
"Junior","","74","3.351","43.2","20.3","20.3","5.4","9.5",".","1.4",".","",".",".",".","",".",".",".",".","."
"Senior","","128","3.334","41.4","18.0","21.1","10.2","1.6","5.5","1.6",".","",".",".",".","",".","0.8",".",".","."
"Undergraduates","","294","3.383","46.6","19.0","17.0","7.8","4.4","3.4","1.4",".","",".",".",".","",".","0.3",".",".","."
"Special","","4","3.444","50.0",".","50.0",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Graduate","","83","3.801","49.4","7.2","8.4",".",".",".",".","34.9","",".",".",".","",".",".",".",".","."
"","Dept. Total","381","3.464","47.2","16.3","15.5","6.0","3.4","2.6","1.0","7.6","",".",".",".","",".","0.3",".",".","."
