"","990
041","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".",".",".","91.7","",".",".",".","8.3",".",".",".","."
"AN SCI
604","Dept. Total","387","3.160","40.8","13.2","16.0","7.8","8.5","4.7","1.8","5.7","",".",".",".","0.5","0.3","0.5",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","2.870","23.9","13.6","22.7","9.1","17.0","10.2","2.3",".","",".",".",".",".",".",".",".","1.1"
"Sophomore","","63","2.969","31.7","15.9","22.2","9.5","9.5","7.9","3.2",".","",".",".",".",".",".",".",".","."
"Junior","","73","3.205","35.6","13.7","21.9","15.1","6.8","2.7","1.4",".","",".",".",".",".",".","2.7",".","."
"Senior","","102","3.424","58.8","14.7","9.8","4.9","6.9","2.0","2.0",".","",".",".",".",".","1.0",".",".","."
"Undergraduates","","326","3.116","39.0","14.4","18.4","9.2","10.1","5.5","2.1",".","",".",".",".",".","0.3","0.6",".","0.3"
"Special","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","64","3.882","57.8","4.7","1.6",".",".",".",".","32.8","",".",".",".","3.1",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"","Dept. Total","394","3.160","41.9","12.9","15.7","7.6","8.4","4.6","1.8","5.6","",".",".",".","0.5","0.3","0.5",".","0.3"
