"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","",""
"","101
001","73","3.104","9.6","39.7","32.9","8.2","4.1","1.4","2.7",".",".",".",".",".",".","1.4",".","."
"","101
002","64","3.188","17.2","34.4","28.1","12.5","6.3","1.6",".",".",".",".",".",".",".",".",".","."
"","101
003","68","3.291","27.9","25.0","29.4","14.7",".",".","1.5","1.5",".",".",".",".",".",".",".","."
"","101
004","67","3.000","7.5","22.4","41.8","19.4","6.0","1.5",".","1.5",".",".",".",".",".",".",".","."
"","101
005","73","2.778","2.7","27.4","35.6","11.0","13.7","5.5","2.7","1.4",".",".",".",".",".",".",".","."
"","101
006","72","2.965","9.7","25.0","36.1","18.1","6.9","2.8","1.4",".",".",".",".",".",".",".",".","."
"","101
007","67","3.201","37.3","17.9","17.9","13.4","9.0","3.0","1.5",".",".",".",".",".",".",".",".","."
"Introduction to Philosophy","Course Total","484","3.071","15.7","27.5","31.8","13.8","6.6","2.3","1.4","0.6",".",".",".",".",".","0.2",".","."
"Spec Topics:Philos-Freshmen","104
001","19","3.500","21.1","52.6","21.1",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"First Course for Honors","181
001","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","210
001","76","2.740","19.7","17.1","21.1","7.9","21.1","6.6","5.3","1.3",".",".",".",".",".",".",".","."
"","210
002","78","2.840","34.6","17.9","11.5","9.0","7.7","10.3","9.0",".",".",".",".",".",".",".",".","."
"","210
003","17","3.529","23.5","58.8","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","210
004","73","3.169","27.4","16.4","38.4","2.7","8.2","2.7","1.4","2.7",".",".",".",".",".",".",".","."
"Reason in Communication","Course Total","244","2.954","27.0","20.1","23.0","6.1","11.5","6.1","4.9","1.2",".",".",".",".",".",".",".","."
"","211
001","134","3.186","31.3","26.1","20.1","10.4","3.0","4.5","3.0","1.5",".",".",".",".",".",".",".","."
"","211
002","57","3.313","50.9","15.8","8.8","7.0","10.5","1.8","3.5","1.8",".",".",".",".",".",".",".","."
"","211
004","21","3.525","42.9","14.3","38.1",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Elementary Logic","Course Total","212","3.252","37.7","22.2","18.9","8.5","4.7","3.3","2.8","1.9",".",".",".",".",".",".",".","."
"","241
001","150","3.453","43.3","27.3","18.0","4.0","4.0","2.0","0.7","0.7",".",".",".",".",".",".",".","."
"","002
241","66","2.955","15.2","9.1","47.0","12.1","15.2","1.5",".",".",".",".",".",".",".",".",".","."
"","241
003","71","3.077","28.2","18.3","31.0","2.8","12.7","5.6","1.4",".",".",".",".",".",".",".",".","."
"Introductory Ethics","Course Total","287","3.245","33.1","20.9","27.9","5.6","8.7","2.8","0.7","0.3",".",".",".",".",".",".",".","."
"Philosophy of the Arts","253
001","68","3.201","32.4","23.5","22.1","1.5","16.2","1.5","1.5","1.5",".",".",".",".",".",".",".","."
"Intro-Philos of Religion","261
001","40","2.618","2.5","15.0","27.5","27.5","15.0","5.0","2.5","5.0",".",".",".",".",".",".",".","."
"","341
001","74","3.236","18.9","35.1","29.7","9.5","5.4","1.4",".",".",".",".",".",".",".",".",".","."
"","341
002","68","3.434","27.9","41.2","23.5","4.4","2.9",".",".",".",".",".",".",".",".",".",".","."
"","341
003","70","3.379","25.7","37.1","27.1","7.1","2.9",".",".",".",".",".",".",".",".",".",".","."
"","341
004","68","3.295","16.2","42.6","23.5","11.8","2.9",".",".","2.9",".",".",".",".",".",".",".","."
"","091
341","23","3.652","43.5","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","341
092","22","3.591","45.5","31.8","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","341
093","21","3.810","76.2","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","341
095","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Moral Issues","Course Total","364","3.423","30.5","36.8","22.0","7.1","2.7","0.3",".","0.5",".",".",".",".",".",".",".","."
"Hist of Ancient Philosophy","430
001","54","3.333","22.2","44.4","25.9","3.7",".","1.9","1.9",".",".",".",".",".",".",".",".","."
"History-Modern Philosophy","432
001","54","3.588","50.0","27.8","7.4","5.6","1.9","1.9",".","5.6",".",".",".",".",".",".",".","."
"Moral Philos & the Holocaust","442
001","14","3.708","57.1","14.3","7.1","7.1",".",".",".","14.3",".",".",".",".",".",".",".","."
"Philos of Natural Sciences","520
001","20","3.400","35.0","25.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Philos Prblms-Biol Sciences","523
001","16","3.406","37.5","31.3","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Philosophy and Economics","524
001","17","3.382","29.4","41.2","23.5",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Philos Concepts-Tch&Learng","545
001","16","3.406","43.8","31.3","18.8",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Philosophy of Mind","551
001","20","3.300","20.0","30.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Aesthetics","553
001","20","2.950","20.0","15.0","20.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".","."
