"","990
027","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"Independent Study","999
016","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"DS
359","Dept. Total","738","3.301","32.9","28.0","21.4","6.2","5.6","2.2","1.2","2.2","",".",".",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","2.940","12.0","22.0","36.0","10.0","16.0","4.0",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","101","3.163","23.8","31.7","18.8","14.9","6.9","3.0","1.0",".","",".",".",".","",".",".",".",".","."
"Junior","","164","3.190","29.3","28.7","19.5","8.5","7.3","3.7","2.4","0.6","",".",".",".","",".",".",".",".","."
"Senior","","380","3.398","37.4","29.5","23.2","3.2","3.4","1.3","1.1","0.8","",".",".",".","",".","0.3",".",".","."
"Undergraduates","","695","3.279","31.7","29.1","22.6","6.6","5.8","2.3","1.3","0.6","",".",".",".","",".","0.1",".",".","."
"Special","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".","",".",".",".",".","."
"Graduate","","40","3.794","52.5","12.5","2.5",".","2.5",".",".","27.5","",".",".",".","",".",".",".","2.5","."
"","Dept. Total","738","3.301","32.9","28.0","21.4","6.2","5.6","2.2","1.2","2.2","",".",".",".","",".","0.1",".","0.1","."
