"","990
018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","60.0","6.7",".",".","33.3",".",".",".","."
"ART HIST
180","Dept. Total","1087","3.447","38.8","26.3","17.5","5.6","3.3","0.8","1.0","5.5","0.1",".",".","0.5","0.3","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.394","38.8","23.5","24.5","7.1","4.1","1.0","1.0",".",".",".",".",".",".",".",".","."
"Sophomore","","230","3.474","41.7","30.4","15.7","6.1","3.5","0.4","1.3",".",".",".",".",".","0.4",".","0.4","."
"Junior","","301","3.425","39.5","27.2","20.3","5.3","4.7","1.0","1.0","0.3",".",".",".",".",".","0.7",".","."
"Senior","","308","3.400","38.0","27.6","19.5","7.1","2.9","1.3","1.3","2.3",".",".",".",".",".",".",".","."
"Undergraduates","","937","3.426","39.5","27.7","19.3","6.3","3.7","1.0","1.2","0.9",".",".",".",".","0.1","0.2","0.1","."
"Special","","44","3.250","2.3","2.3","2.3","2.3",".",".",".","90.9",".",".",".",".",".",".",".","."
"Graduate","","106","3.714","48.1","23.6","7.5","0.9","0.9",".",".","11.3","0.9",".",".","4.7","1.9",".",".","."
"","Dept. Total","1087","3.447","38.8","26.3","17.5","5.6","3.3","0.8","1.0","5.5","0.1",".",".","0.5","0.3","0.2","0.1","."
