"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","13","3.538","46.2","30.8","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","55","3.755","65.5","23.6","9.1",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","20","3.789","90.0",".",".",".",".",".","5.0",".",".",".",".",".","5.0",".",".","."
"","201
003","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","56","3.909","92.9","3.6",".",".",".",".","1.8",".",".",".",".",".","1.8",".",".","."
"Leadership Lab 2A","210
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Leadership and Problem Solving","Course Total","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","192","3.890","83.9","10.9","3.1",".","0.5",".","0.5",".",".",".",".",".","1.0",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","58","3.842","70.7","20.7","5.2",".","1.7",".",".",".",".",".",".",".","1.7",".",".","."
"Sophomore","","","63","3.833","85.7","7.9","4.8",".",".",".","1.6",".",".",".",".",".",".",".",".","."
"Junior","","","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","34","3.982","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","185","3.889","84.3","10.8","3.2",".","0.5",".","0.5",".",".",".",".",".","0.5",".",".","."
"Special","","","4","3.857","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Prof Yr 2","","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","192","3.890","83.9","10.9","3.1",".","0.5",".","0.5",".",".",".",".",".","1.0",".",".","."
