"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"708","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Composite Material","Course Total","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"717
Advanced Polymer Processing","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Advanced Vibrations","001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","001","18","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dynamics-Controlled Systems","Course Total","20","3.675","35.0","65.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Matrix Meth-Dsgn&Anal-Mech","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Heat Transfer I-Conduction","001","11","3.850","72.7","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"773
Boundary Layer Theory","001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","8","",".",".",".",".",".",".",".","37.5",".",".",".","62.5",".",".",".","."
"790","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"790","044","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","79","",".",".",".",".",".",".",".","69.6",".",".",".","30.4",".",".",".","."
"890","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 131 of 406",""
