"","990
110","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
152","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","21","",".",".",".",".",".",".",".","95.2",".",".",".","4.8",".",".",".","."
"Smr-Applied Mathematics","991
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"MATH
600","Dept. Total","6926","2.819","25.4","12.3","23.7","9.0","18.3","5.9","3.7","0.4","0.0","1.1","0.0","0.0","0.0","0.1",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2917","2.775","21.7","11.7","26.0","8.4","20.4","6.1","3.7",".",".","1.9","0.1",".","0.0",".",".","0.0"
"Sophomore","","1950","2.774","21.3","13.6","24.0","10.4","19.3","6.7","3.4","0.3",".","0.9",".",".",".","0.1",".","."
"Junior","","990","2.730","22.5","13.0","23.1","10.8","18.8","5.5","5.8",".",".","0.3",".",".",".","0.2",".","."
"Senior","","590","2.773","25.1","11.4","24.1","10.2","16.9","7.1","4.4","0.2",".","0.5",".",".",".","0.2",".","."
"Undergraduates","","6447","2.768","22.0","12.4","24.8","9.5","19.5","6.3","4.0","0.1",".","1.2","0.0",".","0.0","0.1",".","0.0"
"Special","","70","3.274","45.7","5.7","27.1","5.7","4.3","2.9","2.9","2.9","1.4",".",".",".","1.4",".",".","."
"Graduate","","409","3.808","74.1","11.0","6.1","1.5","0.7","0.5",".","5.4",".",".",".","0.2","0.2","0.2",".","."
"","Dept. Total","6926","2.819","25.4","12.3","23.7","9.0","18.3","5.9","3.7","0.4","0.0","1.1","0.0","0.0","0.0","0.1",".","0.0"
