"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1107","3.298","31.3","23.8","20.4","","7.6 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.094","10.7","38.1","25.0","13.1","9.5",".","1.2",".","",".",".",".",".",".","2.4",".","."
"Sophomore","","216","3.153","18.5","30.1","26.4","13.4","9.7","0.9",".",".","",".",".",".",".","0.5","0.5",".","."
"Junior","","233","3.146","24.0","27.5","27.5","9.4","8.2","1.3","2.1",".","",".",".",".",".",".",".",".","."
"Senior","","344","3.368","39.0","25.3","20.9","6.1","4.4","1.5","1.7","1.2","",".",".",".",".",".",".",".","."
"Undergraduates","","877","3.228","27.3","28.3","24.4","9.5","7.2","1.1","1.4","0.5","",".",".",".",".","0.1","0.3",".","."
"Special","","22","3.821","50.0","4.5","9.1",".",".",".",".","18.2","",".",".",".",".",".",".","18.2","."
"Graduate","","206","3.813","46.1","6.8","4.9","0.5","0.5",".",".","22.8","",".","11.7",".","6.3",".",".",".","0.5"
"Prof Yr 2","","2","3.800","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","3.800","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1107","3.298","31.3","23.8","20.4","7.6","5.8","0.9","1.1","5.0","",".","2.2",".","1.2","0.1","0.3","0.4","0.1"
