"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"425
Evolution of Behavior","001","","82","2.811","7.3","26.8","23.2","18.3","19.5","3.7","1.2",".",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","108","3.060","34.3","9.3","24.1","10.2","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","","48","2.708","10.4","4.2","47.9","12.5","16.7","6.3","2.1",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","45","2.822","20.0","17.8","6.7","35.6","11.1","8.9",".",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","114","3.545","47.4","24.6","19.3","1.8","5.3",".",".","1.8",".",".",".",".",".",".",".","."
"555
Lab-Developmental Biology","001","","13","3.769","76.9",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","208","2.993","31.3","4.8","30.8","4.3","25.0","2.9","0.5","0.5",".",".",".",".",".",".",".","."
"603
Endocrinology","001","","61","2.847","34.4","6.6","16.4","9.8","14.8","11.5","3.3","3.3",".",".",".",".",".",".",".","."
"619
Biology of Mind","001","","26","3.630","57.7","3.8","23.1",".","3.8",".",".","11.5",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"679
Thesis Progress Seminar","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","3.679","84.6","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"682","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"692","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"698","048","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","059","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Directed Study","Course Total","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 321 of 406",""
