"ALS","","","","","","","","","","","","","","","","","","","","",""
"MICROBIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"MICROBIO
192","Dept. Total","1112","3.164","31.4","16.0","24.1","8.3","9.2","2.2","0.7","7.8","0.1",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","86","2.794","17.4","17.4","23.3","19.8","14.0","5.8","2.3",".",".",".","",".",".","",".",".",".","."
"Junior","","278","3.082","27.3","20.1","24.5","11.5","13.3","2.9","0.4",".",".",".","",".",".","",".",".",".","."
"Senior","","501","3.182","31.7","16.8","29.9","8.2","9.4","2.2","0.8","1.0",".",".","",".",".","",".",".",".","."
"Undergraduates","","865","3.106","28.9","17.9","27.5","10.4","11.1","2.8","0.8","0.6",".",".","",".",".","",".",".",".","."
"Special","","29","3.090","31.0","24.1","20.7","3.4","13.8","3.4","3.4",".",".",".","",".",".","",".",".",".","."
"Graduate","","214","3.628","40.7","7.0","11.2","0.5","0.9",".",".","38.3","0.5",".","",".","0.9","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","3.700","50.0","50.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","4","3.833","75.0","25.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1112","3.164","31.4","16.0","24.1","8.3","9.2","2.2","0.7","7.8","0.1",".","",".","0.2","",".",".",".","."
