"Biblical Texts, Poetry","513
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","7","3.500","57.1","14.3","14.3",".","14.3",".",".",".",".","",".",".","",".","",".","",".",".","."
"Rdgs-Contemp Hebrew Lit","533
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Israeli Politics and Society","665
001","13","2.538",".","38.5","7.7","38.5",".",".","15.4",".",".","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","241","3.340","26.6","35.7","24.5","7.5","2.1","0.4","1.2","1.7","",".",".","",".","",".","",".",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.367","17.4","45.7","32.6","2.2","2.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","65","3.268","15.4","43.1","29.2","4.6","1.5","1.5","1.5","1.5","",".",".","",".","",".","",".",".",".","1.5"
"Junior","","59","3.380","30.5","39.0","15.3","6.8","3.4",".","1.7","3.4","",".",".","",".","",".","",".",".",".","."
"Senior","","60","3.260","30.0","21.7","26.7","16.7","1.7",".","1.7","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","230","3.315","23.5","37.0","25.7","7.8","2.2","0.4","1.3","1.7","",".",".","",".","",".","",".",".",".","0.4"
"Graduate","","11","3.955","90.9","9.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","241","3.340","26.6","35.7","24.5","7.5","2.1","0.4","1.2","1.7","",".",".","",".","",".","",".",".",".","0.4"
