"","999
040","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
050","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","17","3.957","76.5","5.9","5.9",".",".",".",".","11.8",".",".","",".",".",".",".",".","."
"SOC WORK
896","Dept. Total","1387","3.767","71.4","16.9","7.3","1.3","1.0","0.2","0.7","0.7","0.1",".","",".","0.1","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.250",".",".",".","50.0","50.0",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","109","3.768","73.4","18.3","7.3",".",".",".","0.9",".",".",".","",".",".",".",".",".","."
"Junior","","203","3.581","63.5","17.7","8.4","3.9","3.0",".","3.0",".",".",".","",".",".",".","0.5",".","."
"Senior","","319","3.777","76.2","12.9","6.3","1.6","1.6","0.9","0.3","0.3",".",".","",".",".",".",".",".","."
"Undergraduates","","633","3.706","71.4","15.3","7.1","2.2","1.9","0.5","1.3","0.2",".",".","",".",".",".","0.2",".","."
"Special","","12","3.840","83.3",".","16.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","739","3.828","71.2","18.5","7.3","0.5","0.3",".","0.3","1.2","0.1",".","",".","0.1","0.4",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1387","3.767","71.4","16.9","7.3","1.3","1.0","0.2","0.7","0.7","0.1",".","",".","0.1","0.2","0.1",".","."
