"L&S","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","783","3.340","40.0","21.2","18.1","9.6","6.0","1.4","1.9","1.1","0.1",".","",".","",".","",".","0.1","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","183","3.227","40.4","17.5","15.3","12.0","9.3","1.1","4.4",".",".",".","",".","",".","",".",".",".","."
"Sophomore","193","3.324","38.9","16.6","23.3","13.5","6.2","0.5","1.0",".",".",".","",".","",".","",".",".",".","."
"Junior","159","3.323","34.6","24.5","21.4","12.6","3.1","0.6","1.9",".","0.6",".","",".","",".","",".",".","0.6","."
"Senior","171","3.325","35.7","28.1","17.0","3.5","7.0","4.1","1.2","1.8",".",".","",".","",".","",".","0.6","1.2","."
"Undergraduates","706","3.299","37.5","21.4","19.3","10.5","6.5","1.6","2.1","0.4","0.1",".","",".","",".","",".","0.1","0.4","."
"Special","10","3.182","20.0","20.0","20.0","10.0","10.0",".",".","20.0",".",".","",".","",".","",".",".",".","."
"Graduate","67","3.825","68.7","19.4","6.0",".",".",".",".","6.0",".",".","",".","",".","",".",".",".","."
"Dept. Total","783","3.340","40.0","21.2","18.1","9.6","6.0","1.4","1.9","1.1","0.1",".","",".","",".","",".","0.1","0.4","."
