"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","22","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","24","3.771","54.2","45.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","24","3.729","45.8","54.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","20","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","24","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","23","3.739","47.8","52.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","244","3.809","61.9","38.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","181","2.828","12.7","14.9","32.0","10.5","27.6","0.6","1.1","0.6",".",".",".",".",".",".",".","."
"","002
301","132","3.248","30.3","22.0","26.5","7.6","12.9",".",".","0.8",".",".",".",".",".",".",".","."
"Business Law","Course Total","313","3.005","20.1","17.9","29.7","9.3","21.4","0.3","0.6","0.6",".",".",".",".",".",".",".","."
"","302
001","40","3.500","50.0","12.5","22.5","10.0","2.5",".",".","2.5",".",".",".",".",".",".",".","."
"","302
002","36","3.417","44.4","13.9","25.0","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","76","3.460","47.4","13.2","23.7","11.8","2.6",".",".","1.3",".",".",".",".",".",".",".","."
"","303
001","95","3.047","20.0","10.5","46.3","7.4","14.7","1.1",".",".",".",".",".",".",".",".",".","."
"","303
002","108","3.126","25.9","11.1","41.7","6.5","12.0","1.9",".","0.9",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","203","3.089","23.2","10.8","43.8","6.9","13.3","1.5",".","0.5",".",".",".",".",".",".",".","."
"","304
001","46","3.761","73.9","17.4","6.5",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"","304
002","50","3.837","70.0","24.0","4.0",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","96","3.800","71.9","20.8","5.2",".",".",".","1.0","1.0",".",".",".",".",".",".",".","."
"","365
003","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
004","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","38","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
201","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","23","3.880","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Envir Strategy & Sustainabilty","600
001","18","3.588","44.4","33.3","11.1",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","700
030","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
031","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
032","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","50","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Values,&Sustainability","711
030","49","3.429","46.9","14.3","26.5","2.0","10.2",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Panel Data Analysis","806
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","965
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
