"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshman Composition","Course Total","845","3.525","42.5","33.4","17.4","3.8","1.4",".","1.2",".",".",".",".",".","0.1","0.1","0.1","."
"","110
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","002
110","9","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","110
003","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","29","",".",".",".",".",".",".",".",".",".","93.1","6.9",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","115
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","16","",".",".",".",".",".",".",".",".",".","75.0","25.0",".",".",".",".","."
"","116
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
005","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
006","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","96","",".",".",".",".",".",".",".",".",".","94.8","5.2",".",".",".",".","."
"","117
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","002
117","18","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","80.0","20.0",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
008","15","",".",".",".",".",".",".",".",".",".","80.0","13.3",".",".","6.7",".","."
"ESL: Academic Writing I","Course Total","127","",".",".",".",".",".",".",".",".",".","92.1","7.1",".",".","0.8",".","."
"","118
001","15","3.267","20.0","53.3","20.0",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
002","14","3.429","50.0","14.3","14.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
003","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","14","3.607","50.0","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","13","3.000","38.5","15.4","30.8",".",".",".","15.4",".",".",".",".",".",".",".",".","."
"","118
007","14","3.464","50.0","35.7","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","118
008","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","13","3.423","46.2","15.4","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","126","3.484","46.0","29.4","17.5","2.4","1.6",".","3.2",".",".",".",".",".",".",".",".","."
"","122
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
002","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","20","3.850","90.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","264","3.456","36.0","37.9","18.2","3.8","1.5","0.8","1.5","0.4",".",".",".",".",".",".",".","."
"","167
001","230","3.246","24.3","31.7","25.2","9.6","7.8","0.9","0.4",".",".",".",".",".",".",".",".","."
"","167
002","231","3.180","16.5","34.6","31.2","11.7","3.0","0.9","1.7","0.4",".",".",".",".",".",".",".","."
"","167
003","32","3.103","25.0","15.6","21.9","9.4","18.8",".",".","9.4",".",".",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","Course Total","493","3.207","20.7","32.0","27.8","10.5","6.3","0.8","1.0","0.8",".",".",".",".",".",".",".","."
