"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","113","3.462","33.6","20.4","13.3","2.7","4.4","",".","0.9","20.4","",".",".","",".","3.5","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.500","40.0","20.0","40.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","11","3.476","45.5","27.3","18.2",".","9.1","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","14","3.117","28.6","21.4","21.4","14.3","7.1","",".","7.1",".","",".",".","",".",".","",".",".",".","."
"Senior","","28","3.378","42.9","25.0","17.9","3.6","10.7","",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","58","3.349","39.7","24.1","20.7","5.2","8.6","",".","1.7",".","",".",".","",".",".","",".",".",".","."
"Special","","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","52","3.755","23.1","17.3","5.8",".",".","",".",".","44.2","",".",".","",".","7.7","",".",".","1.9","."
"","Dept. Total","113","3.462","33.6","20.4","13.3","2.7","4.4","",".","0.9","20.4","",".",".","",".","3.5","",".",".","0.9","."
