"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","44","3.386","36.4","31.8","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","21","3.357","33.3","38.1","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","14","3.286","35.7","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","35","3.329","34.3","34.3","22.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","711
001","89","1.416","7.9","3.4","30.3","1.1","2.2",".",".",".",".",".",".",".",".",".",".","."
"","711
002","78","1.410","11.5",".","28.2",".","5.1",".",".",".",".",".",".",".",".",".",".","."
"","711
003","22","1.682","13.6",".","31.8",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","711
004","23","1.826","4.3",".","52.2",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","711
005","24","1.458","12.5",".","29.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","711
006","25","1.440","8.0",".","32.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"","711
007","22","0.667","9.1",".","9.1",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Contracts I","Course Total","283","1.418","9.5","1.1","30.0","0.4","4.2",".",".",".",".",".",".",".","0.4",".",".","."
"","714
001","70","1.414","10.0",".","32.9",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","714
002","76","1.671","6.6",".","46.1",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"","714
003","65","1.062","6.2",".","26.2",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","714
004","71","1.296","9.9",".","28.2",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","282","1.372","8.2",".","33.7",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"","715
001","95","0.968","9.5",".","10.5",".","13.7",".",".",".",".",".",".",".",".",".",".","."
"","715
002","97","1.299","12.4",".","21.6",".","7.2","1.0",".",".",".",".",".",".",".",".",".","."
"","715
003","22","1.000","4.5",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
004","26","1.077","3.8",".","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","23","1.174","17.4",".","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","715
006","26","1.462","7.7",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","289","1.152","10.0",".","20.1",".","7.3","0.3",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","10","1.667","30.0",".","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","723
001","12","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","14","1.000","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","12","1.750",".",".","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","1.923","7.7",".","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","12","1.417","16.7",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","14","1.500","7.1",".","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","723
008","13","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
723","12","0.250",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","14","0.929","7.1",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","14","1.071",".",".","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","15","1.600",".",".","53.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","10","2.300","20.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","0.769","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","13","1.385",".",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","13","1.154",".",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","13","0.692",".",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","13","1.615","23.1",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 326 of 406",""
