"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociol&Development","140","001","20","3.289","30.0","25.0","20.0","10.0","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"Survey of Sociology","210","001","14","3.393","28.6","35.7","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"The Sociological Enterprise","211","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Food, Culture, and Society","222","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technology and Society","245","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Envir, Nat Resources & Society","248","001","15","3.143","13.3","40.0","20.0",".","20.0",".",".","6.7",".",".",".",".",".",".",".","."
"","299","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","357","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stats for Sociologists I","360","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","375","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Populatn Probs-Honors","380","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","025","6","3.962","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","","Course Total","7","3.967","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Bhv & Natural Resources","541","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Development","617","001","12","3.583","58.3","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Am Indians-Contemporary Soc","639","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundatn of Economic Sociology","651","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","","Course Total","14","3.882","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc-Econ Chng-Underdev Area","925","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Class Analysis&Hist Change","929","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics-Demography&Ecol","971","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Soc-Envir, Tech, Agrofood","985","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","072","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Research:Soc of Econ Chnge","993","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","","Course Total","3","***","","","","","","","","","","","","","","","",""
