"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"675","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","003","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"675","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".",".","5.3",".","."
"675","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"675","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","006","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","72","4.000","98.6",".",".",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"690","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","26","4.000","69.2",".",".",".",".",".",".","11.5",".",".",".","11.5","7.7",".",".","."
"701
Analys-Computers in Curric","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Curriculum Planning","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Design of Rsch in Curric","001","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Reform&Change-Curric&Instr","001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"717
Intro to Qualitative Research","001","","25","3.780","56.0","44.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Adult Learner:Implictn for C&I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Teach Chldrn:Rdg Recov Pract I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"753
Tch Tchrs:Rdg Recov Leadrshp I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"800
Iss-Ed Communication Tech","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"810
Goals,Content&Progm-Math Ed","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
Curricular Issues-Math Ed","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Theory & Dsgn of the Curric","001","","26","3.938","80.8","11.5",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
