"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"HISTORY
448","Dept. Total","3911","3.343","29.8","28.7","23.1","6.3","3.1","1.0","1.2","4.3","0.1","0.8","",".","0.8","0.2","0.2","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","535","3.303","27.5","31.6","27.5","7.7","3.0","1.3","1.3",".",".",".","",".",".",".","0.2",".","."
"Sophomore","","686","3.329","27.1","31.5","29.7","6.1","2.6","1.0","1.0","0.7",".",".","",".",".",".","0.1",".","."
"Junior","","998","3.304","27.7","31.6","25.7","7.0","5.1","1.1","1.0","0.6","0.1",".","",".","0.1",".","0.1",".","."
"Senior","","1248","3.321","30.9","29.6","23.1","7.5","3.0","1.0","1.7","2.5","0.1","0.1","",".","0.3",".","0.2",".","."
"Undergraduates","","3467","3.315","28.7","30.9","25.8","7.1","3.5","1.1","1.3","1.2","0.1","0.0","",".","0.1",".","0.1",".","."
"Special","","75","3.586","10.7","6.7","4.0","1.3",".",".",".","68.0",".",".","",".",".",".","2.7","6.7","."
"Graduate","","364","3.862","43.7","12.9","1.4",".",".",".",".","20.9",".","8.0","",".","7.4","1.6",".","4.1","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".",".",".",".","",".",".","50.0",".",".","."
"Professionals","","5","3.885","60.0","20.0",".",".",".",".",".",".",".",".","",".",".","20.0",".",".","."
"","Dept. Total","3911","3.343","29.8","28.7","23.1","6.3","3.1","1.0","1.2","4.3","0.1","0.8","",".","0.8","0.2","0.2","0.5","."
