"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","505","3.582","40.8","25.0","15.8","1.6","0.6","",".","0.2","14.1","",".",".","",".","1.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","3.500","55.6",".","44.4",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","66","3.677","50.0","28.8","21.2",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","273","3.576","46.9","31.9","16.1","2.6","0.7","",".","0.4","1.1","",".","0.4","",".",".","",".",".",".","."
"Undergraduates","","348","3.591","47.7","30.5","17.8","2.0","0.6","",".","0.3","0.9","",".","0.3","",".",".","",".",".",".","."
"Special","","11","2.917",".","9.1","36.4",".","9.1","",".",".","27.3","",".","18.2","",".",".","",".",".",".","."
"Graduate","","171","3.593","21.6","11.1","8.2","0.6",".","",".",".","37.4","",".","15.8","",".","4.7","",".",".",".","."
"Prof Yr 3","","7","4.000","42.9",".",".",".",".","",".",".","14.3","",".","28.6","",".","14.3","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","8","4.000","37.5",".",".",".",".","",".",".","25.0","",".","25.0","",".","12.5","",".",".",".","."
"","Dept. Total","538","3.582","38.3","23.4","14.9","1.5","0.6","",".","0.2","13.4","",".","5.9","",".","1.7","",".",".",".","."
