"","999
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
018","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","3","***","","","","","","","","","","","","","","","","",""
"COM DIS
252","Dept. Total","1261","3.552","58.8","18.2","12.5","4.4","3.0","1.0","0.6","1.1","0.2",".","",".","0.1","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","2.966","31.8","18.2","18.2","6.8","13.6","6.8","4.5",".",".",".","",".",".",".",".",".","."
"Sophomore","","173","3.391","46.2","20.2","19.7","4.0","5.8","2.9","1.2",".",".",".","",".",".",".",".",".","."
"Junior","","225","3.513","49.8","24.0","15.6","6.2","3.1","0.4","0.9",".",".",".","",".",".",".",".",".","."
"Senior","","330","3.398","40.0","25.5","19.1","7.9","3.9","1.2","0.3","1.5","0.6",".","",".",".",".",".",".","."
"Undergraduates","","772","3.405","43.8","23.4","18.1","6.5","4.7","1.7","0.9","0.6","0.3",".","",".",".",".",".",".","."
"Special","","47","3.485","48.9","19.1","17.0","8.5","4.3",".",".",".",".",".","",".",".",".",".","2.1","."
"Graduate","","267","3.904","82.8","11.2","1.9","0.4",".",".",".","3.4",".",".","",".","0.4",".",".",".","."
"Prof Yr 1","","76","3.872","85.5","9.2","5.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","32","3.984","93.8","6.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","67","3.990","95.5","1.5","1.5",".",".",".",".",".",".",".","",".",".","1.5",".",".","."
"Professionals","","175","3.946","90.9","5.7","2.9",".",".",".",".",".",".",".","",".",".","0.6",".",".","."
"","Dept. Total","1261","3.552","58.8","18.2","12.5","4.4","3.0","1.0","0.6","1.1","0.2",".","",".","0.1","0.1",".","0.1","."
