"","999
068","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999
077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","12","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"ENGLISH
350","Dept. Total","4699","3.464","38.4","24.7","16.4","4.7","2.3","0.6","1.2","2.5","0.0","7.9","0.5","0.3","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","777","3.403","31.0","27.5","15.4","5.8","1.7","0.4","1.9",".",".","14.8","1.2",".","0.3",".",".","."
"Sophomore","","1304","3.474","40.0","28.0","18.8","4.1","1.6","0.3","1.6","0.1",".","5.0","0.4",".",".","0.1",".","."
"Junior","","961","3.429","38.0","27.9","19.9","5.9","3.3","0.8","0.8","0.1",".","3.0",".",".","0.1",".",".","0.1"
"Senior","","1148","3.445","41.9","25.7","17.0","5.3","3.5","1.1","1.0","0.1",".","3.7","0.3",".","0.1","0.1",".","0.3"
"Undergraduates","","4190","3.444","38.4","27.3","17.9","5.2","2.5","0.7","1.3","0.1",".","6.0","0.4",".","0.1","0.0",".","0.1"
"Special","","109","3.513","23.9","3.7","11.0","0.9",".",".","0.9","7.3",".","42.2","3.7",".","1.8",".","4.6","."
"Graduate","","400","3.891","42.5","4.3","1.8","0.3",".",".","0.3","26.5","0.5","18.3","0.8","4.0","0.5",".","0.5","."
"","Dept. Total","4699","3.464","38.4","24.7","16.4","4.7","2.3","0.6","1.2","2.5","0.0","7.9","0.5","0.3","0.2","0.0","0.1","0.1"
