"","990
256","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
262","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".",".","97.4","",".",".",".","2.6","",".",".",".","."
"Seminar","992
001","18","4.000","94.4",".",".",".",".",".",".","5.6",".","",".",".",".",".","",".",".","."
"STAT
932","Dept. Total","1989","3.245","33.6","18.1","25.3","8.9","8.3","1.5","1.1","2.7","",".","0.4",".","0.1","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.140","27.9","20.9","25.6","7.0","16.3","2.3",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","433","3.193","30.3","17.3","30.5","11.5","7.6","1.4","1.2",".","",".",".",".",".","",".",".","0.2","."
"Junior","","567","3.231","35.6","16.2","25.4","9.7","10.6","1.6","0.7",".","",".","0.2",".",".","",".",".",".","."
"Senior","","517","3.117","29.6","19.1","24.2","12.0","9.7","2.3","2.3","0.6","",".","0.2",".",".","",".",".",".","."
"Undergraduates","","1560","3.180","31.9","17.6","26.4","10.9","9.6","1.8","1.3","0.2","",".","0.1",".",".","",".",".","0.1","."
"Special","","14","3.203","35.7",".","28.6","7.1",".","7.1",".","21.4","",".",".",".",".","",".",".",".","."
"Graduate","","279","3.632","41.2","23.3","14.7","0.4","0.7",".",".","16.8","",".","2.2",".","0.4","",".",".","0.4","."
"Prof Yr 1","","134","3.302","36.6","14.2","34.3","4.5","9.7","0.7",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","136","3.309","36.8","14.7","33.8","4.4","9.6","0.7",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1989","3.245","33.6","18.1","25.3","8.9","8.3","1.5","1.1","2.7","",".","0.4",".","0.1","",".",".","0.1","."
