"","999
005","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
010","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
025","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"HDFS
230","Dept. Total","845","3.521","49.3","21.7","15.0","5.8","3.7","0.8","0.4","3.1","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","139","3.236","33.8","22.3","22.3","8.6","9.4","3.6",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","245","3.479","46.5","24.1","17.1","7.3","3.3","0.4","1.2",".","",".",".","",".","",".",".",".",".","."
"Senior","","377","3.598","53.6","22.8","13.5","5.0","2.7","0.3",".","1.9","",".",".","",".","",".",".","0.3",".","."
"Undergraduates","","762","3.491","47.6","23.1","16.4","6.4","4.1","0.9","0.4","0.9","",".",".","",".","",".",".","0.1",".","."
"Special","","8","3.750","75.0",".","25.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","73","3.928","63.0","9.6",".",".",".",".",".","26.0","",".",".","",".","",".","1.4",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","845","3.521","49.3","21.7","15.0","5.8","3.7","0.8","0.4","3.1","",".",".","",".","",".","0.1","0.1",".","."
