"","999
010","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
013","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
014","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","30","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"L I S
544","Dept. Total","748","3.750","64.4","22.5","8.2","1.6","0.8","0.1","0.1","1.7","",".",".","",".","",".","0.4",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.250","35.7","14.3","35.7","7.1",".","7.1",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","81","3.475","33.3","32.1","29.6","2.5","1.2",".",".","1.2","",".",".","",".","",".",".",".",".","."
"Junior","","47","3.370","31.9","27.7","25.5","6.4","6.4",".",".","2.1","",".",".","",".","",".",".",".",".","."
"Senior","","38","3.500","39.5","26.3","15.8","7.9","2.6",".",".","7.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","180","3.434","34.4","28.3","26.1","5.0","2.8","0.6",".","2.8","",".",".","",".","",".",".",".",".","."
"Special","","35","3.781","54.3","34.3","2.9",".",".",".",".",".","",".",".","",".","",".","5.7",".",".","2.9"
"Graduate","","528","3.852","75.0","19.9","2.5","0.6","0.2",".","0.2","1.5","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","748","3.750","64.4","22.5","8.2","1.6","0.8","0.1","0.1","1.7","",".",".","",".","",".","0.4",".",".","0.1"
