"","920
008","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
009","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
013","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","18","3.944","88.9","11.1",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"RADIOL
832","Dept. Total","","97","3.852","75.3","19.6","5.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","31","3.919","87.1","9.7","3.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","64","3.813","68.8","25.0","6.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","95","3.847","74.7","20.0","5.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","97","3.852","75.3","19.6","5.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
