"","974
003","12","3.667","50.0","33.3","16.7",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","974
004","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","974
005","14","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Topics in Public Affairs","Course Total","54","3.686","51.9","25.9","16.7",".","",".","",".","",".","5.6","",".",".","",".","",".",".",".",".","."
"PUB AFFR
826","Dept. Total","283","3.763","60.1","27.9","8.5","0.4","",".","",".","",".","2.5","",".",".","",".","",".","0.4",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","35","3.700","51.4","37.1","11.4",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","37","3.703","51.4","37.8","10.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","235","3.763","60.0","27.2","8.5","0.4","",".","",".","",".","3.0","",".",".","",".","",".","0.4",".",".","0.4"
"Prof Yr 2","","5","3.900","80.0","20.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","8","3.938","87.5","12.5",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","283","3.763","60.1","27.9","8.5","0.4","",".","",".","",".","2.5","",".",".","",".","",".","0.4",".",".","0.4"
