"","999
088","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
146","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
153","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".","",".",".",".",".",".","."
"M H R
236","Dept. Total","1324","3.298","40.3","18.1","24.0","4.2","8.7","1.9","1.5","1.1","0.1",".","",".","0.2","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.278","33.3","55.6",".",".",".",".","11.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","96","2.722","22.9","14.6","28.1","5.2","21.9","2.1","5.2",".",".",".","",".",".",".",".",".","."
"Junior","","297","2.954","22.2","9.4","41.1","7.4","14.5","3.0","2.4",".",".",".","",".",".",".",".",".","."
"Senior","","494","3.225","32.4","20.6","26.7","5.5","9.5","2.6","1.0","1.2","0.2",".","",".",".","0.2",".",".","."
"Undergraduates","","896","3.085","28.0","16.6","31.4","6.0","12.4","2.7","2.0","0.7","0.1",".","",".",".","0.1",".",".","."
"Special","","38","2.905","10.5","26.3","39.5","2.6","10.5","2.6","5.3","2.6",".",".","",".",".",".",".",".","."
"Graduate","","386","3.829","71.0","20.7","5.7","0.3",".",".",".","1.8",".",".","",".","0.5",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1324","3.298","40.3","18.1","24.0","4.2","8.7","1.9","1.5","1.1","0.1",".","",".","0.2","0.1",".",".","."
