"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"444
Design Problems-Elasticity","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"447","001","","14","3.179","21.4","21.4","50.0",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"447","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"447","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","18","3.278","22.2","33.3","38.9",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"451
Kinemtcs&Dynmcs-Machine Sys","001","","17","3.588","47.1","35.3","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"461
Thermal Systems Modeling","001","","13","3.192","30.8","7.7","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"462
Welding Metallurgy","001","","9","3.250","22.2","22.2","33.3",".","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"466
Air Pollutn-Measure&Control","001","","17","3.469","29.4","29.4","35.3",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"476
Engr Princpl Off-Road Vehicles","001","","13","3.077","23.1",".","53.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"489","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","5","***","","","","","","","","","","","","","","","",""
"491","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","7","3.688","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","13","3.469","69.2","15.4","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"492
Mech Engr Projects II","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"508
Composite Materials","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Macromolecular Hydrodynamics","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"540
Exp Vib & Dynamic Sys Anal","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"558
Intro-Computationl Geometry","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","24","3.271","37.5","16.7","25.0","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","34","3.530","29.4","44.1","23.5",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"566
Cryogenics","001","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","38","3.487","34.2","28.9","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","14","3.538","35.7","35.7","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","005","","13","3.692","61.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","65","3.539","40.0","27.7","32.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"603
Topics-Bio-Medical Engr","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"643
Performnc Anal-Manufact Sys","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 132 of 405",""
