"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2814","3.506","47.0","19.8","22.7","6.1","2.1","0.1","0.1","2.1","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.818","20.0",".","20.0","20.0","40.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","15","3.621","60.0","20.0","13.3",".","6.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","44","3.511","52.3","15.9","20.5","4.5","6.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","151","3.427","37.1","24.5","21.9","9.9","5.3",".",".","1.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","215","3.443","41.4","21.9","20.9","8.4","6.5",".",".","0.9","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.364","16.7","16.7","16.7","16.7",".",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","167","3.896","61.7","6.0","1.2","0.6",".",".",".","30.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","477","3.237","43.4","16.4","29.8","6.7","3.4","0.2","0.2",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","871","3.325","37.5","20.6","30.8","9.1","1.7","0.2","0.1",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","845","3.495","47.3","26.3","20.1","4.9","1.2",".","0.1","0.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","233","3.875","84.1","8.2","5.2","0.4","1.3",".",".","0.9","",".",".","",".","",".","",".",".",".","."
"Professionals","","2426","3.501","46.6","20.5","24.4","6.3","1.8","0.1","0.1","0.1","",".",".","",".","",".","",".",".",".","."
"","College Total","2814","3.506","47.0","19.8","22.7","6.1","2.1","0.1","0.1","2.1","",".",".","",".","",".","",".",".",".","."
