"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","","13","3.038","38.5","7.7","23.1","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","170
003","","16","3.719","62.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
004","","15","3.733","80.0","6.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","170
006","","12","3.667","66.7","8.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","","56","3.554","62.5","10.7","14.3","7.1","3.6",".","1.8",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","75","3.407","44.0","21.3","26.7","4.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","95","2.806","22.1","10.5","23.2","12.6","22.1","4.2","3.2",".",".",".",".",".",".","2.1",".","."
"Intro-Solid State Electronics","235
001","","30","3.533","60.0",".","33.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","252
001","","18","3.000","22.2","22.2","38.9",".","5.6","5.6","5.6",".",".",".",".",".",".",".",".","."
"","252
002","","33","2.879","27.3","15.2","30.3","9.1",".","12.1","6.1",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","","51","2.922","25.5","17.6","33.3","5.9","2.0","9.8","5.9",".",".",".",".",".",".",".",".","."
"","270
001","","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
002","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"","004
270","","16","3.656","81.3","6.3","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","270
005","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
006","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","69","3.882","88.4","5.8","2.9",".",".",".","1.4",".",".",".",".",".",".","1.4",".","."
"","271
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","271
005","","8","3.563","50.0","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","30","3.733","66.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","","8","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","305
002","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
003","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","317
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","28","2.696","14.3",".","39.3","25.0","14.3","3.6","3.6",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","9","3.389","22.2","44.4","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","40","2.875","22.5","12.5","27.5","7.5","25.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","14","3.429","50.0","28.6","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","25","3.646","44.0","36.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","","8","3.250","62.5",".","12.5",".","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","","39","3.077","23.1","23.1","28.2","17.9",".","5.1","2.6",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 113 of 405",""
