"TERM : 1094","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2008-2009","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOL
762","Dept. Total","805","3.038","29.1","9.3","19.5","1.7","10.4","4.1","0.6","25.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","62","2.480","14.5","3.2","30.6","6.5","35.5","6.5","3.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","171","2.895","31.6","7.6","32.2","2.3","18.1","6.4","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","224","3.122","43.8","7.1","25.9","1.8","12.9","7.1",".","1.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","458","2.944","35.2","7.0","28.8","2.6","17.9","6.8","1.1","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.149","40.0",".","50.0",".",".","10.0",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","166","3.601","39.8","25.9","10.8","1.2","1.2",".",".","21.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","164","1.000",".",".",".",".",".","0.6",".","99.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","4","3.467","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","3","4.000","33.3",".",".",".",".",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Professionals","","171","2.955","1.8",".","1.2",".",".","0.6",".","96.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","805","3.038","29.1","9.3","19.5","1.7","10.4","4.1","0.6","25.2","",".",".","",".","",".","",".",".",".","."
