"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","2.824","16.7","11.1","33.3","11.1","11.1","11.1",".","5.6",".",".",".",".",".",".",".","."
"","101
002","21","3.071","33.3","28.6","14.3","4.8","4.8","9.5","4.8",".",".",".",".",".",".",".",".","."
"","101
003","23","3.000","30.4","21.7","13.0","4.3","26.1",".","4.3",".",".",".",".",".",".",".",".","."
"","004
101","22","3.071","31.8","9.1","13.6","22.7","18.2",".",".","4.5",".",".",".",".",".",".",".","."
"","101
005","21","2.974","14.3","19.0","23.8","14.3","19.0",".",".","9.5",".",".",".",".",".",".",".","."
"","101
006","22","2.595","27.3","4.5","9.1","9.1","36.4",".","9.1",".",".",".",".",".",".",".",".","4.5"
"","101
007","21","3.143","23.8","4.8","57.1","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","101
008","21","3.214","23.8","23.8","38.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","101
009","23","3.000","8.7","21.7","34.8","4.3","8.7","4.3",".","17.4",".",".",".",".",".",".",".","."
"","101
010","21","2.833","19.0","19.0","33.3","4.8","14.3",".","9.5",".",".",".",".",".",".",".",".","."
"","101
011","15","3.067","6.7","40.0","33.3",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","012
101","14","3.107","42.9","7.1","28.6",".","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","242","2.989","23.1","17.4","27.3","7.0","16.5","2.1","2.9","3.3",".",".",".",".",".",".",".","0.4"
"","102
001","12","2.208","8.3","16.7","16.7","8.3","25.0","8.3","16.7",".",".",".",".",".",".",".",".","."
"","102
002","23","2.810","13.0","17.4","30.4","8.7","13.0","4.3","4.3","8.7",".",".",".",".",".",".",".","."
"","102
003","14","3.321","42.9","21.4","21.4",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","102
004","23","3.348","43.5","17.4","17.4","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","102
005","23","3.364","30.4","17.4","43.5",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","102
006","23","3.167","21.7","26.1","21.7","4.3","17.4",".",".","8.7",".",".",".",".",".",".",".","."
"","102
007","21","3.375","38.1","14.3","28.6","9.5","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","102
008","21","3.310","57.1","4.8","14.3","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","102
009","24","3.229","37.5","12.5","33.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","102
010","23","3.304","34.8","17.4","39.1",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","102
011","21","3.350","23.8","28.6","33.3","9.5",".",".",".","4.8",".",".",".",".",".",".",".","."
"","102
012","12","3.136","50.0","8.3","16.7",".",".","8.3","8.3","8.3",".",".",".",".",".",".",".","."
"","102
013","16","2.781","12.5","18.8","31.3","12.5","18.8",".","6.3",".",".",".",".",".",".",".",".","."
"","102
014","23","3.217","21.7","26.1","30.4","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","279","3.173","31.2","17.9","28.0","7.2","8.6","1.8","2.5","2.9",".",".",".",".",".",".",".","."
"","203
001","19","3.132","26.3","10.5","52.6","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","203
002","21","3.238","42.9","14.3","28.6","4.8",".","4.8","4.8",".",".",".",".",".",".",".",".","."
"","203
003","21","3.095","33.3","9.5","42.9",".","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"","004
203","22","3.159","27.3","22.7","22.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.239","30.4","21.7","30.4",".","17.4",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.167","8.3","45.8","37.5","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"","203
007","24","3.146","25.0","16.7","41.7","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","203
008","23","3.413","26.1","47.8","21.7",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","203
009","23","2.810","13.0","8.7","43.5","17.4",".",".","8.7","8.7",".",".",".",".",".",".",".","."
"","203
010","22","3.045","13.6","22.7","40.9","13.6","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","203
011","21","3.025","28.6","19.0","23.8","4.8","9.5","4.8","4.8","4.8",".",".",".",".",".",".",".","."
"","203
012","23","3.386","39.1","21.7","17.4","8.7","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"","203
013","22","3.523","40.9","40.9","13.6",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","203
014","23","3.457","34.8","21.7","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
015","23","3.227","39.1","13.0","17.4","13.0","8.7","4.3",".","4.3",".",".",".",".",".",".",".","."
"","016
203","24","3.688","58.3","29.2","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
017","23","3.087","26.1","13.0","43.5","4.3","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","203
018","22","3.167","22.7","27.3","31.8","4.5","4.5",".","4.5","4.5",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 305 of 405",""
