"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","15","3.500","53.3","26.7",".","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","002
102","15","3.462","46.7","20.0",".","6.7","13.3",".",".","13.3",".",".",".",".",".",".",".","."
"","102
003","17","3.676","52.9","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","15","3.500","40.0","33.3","6.7","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","102
005","15","3.333","33.3","40.0","6.7",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","102
006","14","3.179","35.7","28.6",".","7.1","28.6",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","91","3.449","44.0","29.7","5.5","4.4","13.2",".",".","3.3",".",".",".",".",".",".",".","."
"","104
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","10","3.600","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","17","3.500","23.5","58.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","11","3.409","72.7",".","9.1","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","67","3.664","61.2","23.9","9.0","4.5",".",".","1.5",".",".",".",".",".",".",".",".","."
"","112
001","19","3.737","68.4","21.1",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","112
002","21","3.833","81.0","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","17","3.844","70.6","17.6","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","112
004","21","3.941","71.4","9.5",".",".",".",".",".","19.0",".",".",".",".",".",".",".","."
"","112
005","20","3.500","50.0","20.0","10.0",".","5.0","5.0",".","10.0",".",".",".",".",".",".",".","."
"","112
006","18","3.735","61.1","22.2","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","112
007","19","3.711","42.1","57.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
008","17","3.471","29.4","47.1","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","152","3.722","59.9","25.0","4.6","3.9","0.7","0.7",".","5.3",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","125","3.234","15.2","45.6","24.0","8.8","3.2",".","2.4",".",".",".",".",".","0.8",".",".","."
"","212
001","21","3.643","57.1","33.3",".",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","212
002","15","3.643","46.7","40.0",".",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","212
003","18","3.750","83.3","5.6","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","212
004","10","3.400","80.0",".",".",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","64","3.635","65.6","21.9","1.6",".","6.3","1.6","1.6","1.6",".",".",".",".",".",".",".","."
"Sculpture I","214
001","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","222
001","15","3.664","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","17","3.403","41.2","35.3","17.6",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","32","3.524","43.8","37.5","15.6",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"","224
001","14","3.594","57.1","21.4","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","26","3.783","76.9","11.5","3.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","11","3.591","45.5","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","27","3.704","59.3","25.9","11.1","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","11","3.405","36.4","27.3","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","244
003","10","3.743","80.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","21","3.558","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Color","302
001","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
