"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"Lawyering Skills Course","Course Total","","100","0.467","1.0",".","1.0",".",".",".",".","81.0",".",".",".",".",".",".",".","4.0"
"953
Problems:Bus Org-Seminar","001","","19","1.917","5.3","5.3","47.4",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"955
Publ Sect Labor Rel Law Sem","001","","11","0.923",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"957
Intro to Estate Planning","001","","12","1.417","16.7",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"977
Select Probs-Policing Smr","001","","12","0.917","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"988
Select Probs-Envrnmtl Law","001","","15","1.107","20.0","6.7",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","052","","6","",".",".",".",".",".",".",".","66.7",".",".",".",".","33.3",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","091","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","","98","",".",".",".",".",".",".",".","96.9",".",".",".",".","2.0",".","1.0","."
"991","009","","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","036","","8","",".",".",".",".",".",".",".","87.5",".",".",".",".","12.5",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 329 of 405",""
