"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10028","3.350","37.9","23.3","23.1","6.3","5.1","1.8","0.9","0.8","0.0","0.5",".","0.0","0.0","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","32","2.861","25.0","21.9","25.0","3.1","9.4","9.4","3.1",".",".","3.1",".",".",".",".",".","."
"Sophomore","","612","2.920","28.6","12.4","28.8","8.5","11.4","5.4","3.3","0.2",".","1.5",".",".",".",".",".","."
"Junior","","2539","3.204","31.2","21.1","28.4","7.8","6.7","2.8","1.3","0.2",".","0.6",".",".",".","0.0",".","0.1"
"Senior","","4438","3.336","34.3","24.7","24.5","7.8","5.5","1.5","0.6","0.6","0.0","0.4",".",".","0.0","0.1",".","."
"Undergraduates","","7621","3.260","32.8","22.5","26.1","7.8","6.4","2.3","1.0","0.4","0.0","0.6",".",".","0.0","0.1",".","0.0"
"Special","","160","2.930","16.9","17.5","33.8","8.8","9.4","3.1","3.8","5.0",".",".",".",".",".",".","1.9","."
"Graduate","","2231","3.717","56.9","26.7","12.0","1.2","0.3","0.0","0.0","1.9",".","0.5",".","0.1","0.0",".","0.3","0.0"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.885","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professionals","","16","3.826","68.8","18.8","6.3",".",".",".",".",".",".","6.3",".",".",".",".",".","."
"","College Total","10028","3.350","37.9","23.3","23.1","6.3","5.1","1.8","0.9","0.8","0.0","0.5",".","0.0","0.0","0.0","0.1","0.0"
