"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","163","2.966","27.0","12.9","28.2","7.4","16.6","5.5","1.8","0.6",".",".",".",".",".",".",".","."
"","103
002","232","2.966","26.3","12.5","28.9","8.2","18.5","3.4","2.2",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","395","2.966","26.6","12.7","28.6","7.8","17.7","4.3","2.0","0.3",".",".",".",".",".",".",".","."
"","104
001","343","2.876","23.0","9.6","30.6","7.0","23.6","5.2","0.9",".",".",".",".",".",".",".",".","."
"","002
104","364","3.136","31.3","11.8","31.6","10.4","11.8","1.6","1.1",".",".",".",".",".","0.3",".",".","."
"","104
003","285","2.700","14.0","7.4","40.0","6.3","21.4","9.5","1.4",".",".",".",".",".",".",".",".","."
"","004
104","336","2.905","24.4","10.4","28.6","9.5","19.3","5.7","1.2","0.3",".",".",".",".",".",".","0.6","."
"","104
005","214","2.820","22.0","10.7","28.5","8.4","22.9","4.2","3.3",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1542","2.903","23.5","10.1","31.8","8.4","19.4","5.1","1.4","0.1",".",".",".",".","0.1",".","0.1","."
"General Chemistry","108
001","101","3.035","25.7","22.8","20.8","13.9","8.9","5.9","2.0",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","30","3.383","40.0","20.0","26.7","10.0",".","3.3",".",".",".",".",".",".",".",".",".","."
"","299
028","10","3.737","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","17","3.823","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","66","3.159","30.3","27.3","21.2","1.5","15.2","1.5","3.0",".",".",".",".",".",".",".",".","."
"","327
001","49","2.765","26.5","10.2","26.5","4.1","20.4","4.1","8.2",".",".",".",".",".",".",".",".","."
"","002
327","60","3.025","28.3","11.7","30.0","6.7","18.3","5.0",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","109","2.908","27.5","11.0","28.4","5.5","19.3","4.6","3.7",".",".",".",".",".",".",".",".","."
"","329
001","68","3.081","20.6","20.6","32.4","16.2","7.4","1.5","1.5",".",".",".",".",".",".",".",".","."
"","329
002","86","3.140","30.2","11.6","38.4","7.0","8.1","3.5","1.2",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","154","3.114","26.0","15.6","35.7","11.0","7.8","2.6","1.3",".",".",".",".",".",".",".",".","."
"","343
001","231","2.683","18.6","6.9","28.1","8.7","28.6","5.2","3.5",".",".",".",".",".",".",".",".","0.4"
"","343
002","328","2.671","20.1","6.7","27.7","4.3","32.0","5.2","4.0",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","559","2.676","19.5","6.8","27.9","6.1","30.6","5.2","3.8",".",".",".",".",".",".",".",".","0.2"
"","344
001","14","3.321","35.7","14.3","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
002","14","3.250","14.3","35.7","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","14","3.321","28.6","21.4","42.9",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
004","16","3.281","18.8","37.5","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
005","17","3.265","17.6","29.4","47.1",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
006","15","3.267","26.7","13.3","53.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
007","15","3.133","13.3","20.0","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","13","3.500","38.5","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","16","3.219","25.0","25.0","31.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
010","14","3.429","35.7","28.6","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","12","3.333","25.0","25.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","13","3.346","23.1","38.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","14","3.321","28.6","21.4","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.353","23.5","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","14","3.036","28.6","7.1","35.7","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","344
016","14","3.286","28.6","14.3","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","14","3.107","21.4","21.4","21.4","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
018","13","3.308","23.1","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 173 of 405",""
