"","990
017","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
019","3","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
020","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Thesis-Research","Course Total","29","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"CBE
220","Dept. Total","773","3.195","30.9","19.0","16.4","6.6","8.9","2.6","0.5","14.7","",".","0.3",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","3.167","20.0","26.7","33.3","6.7","13.3",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","154","2.994","27.9","20.8","20.1","11.7","11.0","7.8","0.6",".","",".",".",".","",".","",".",".",".","."
"Senior","","394","3.181","35.3","22.8","19.3","7.6","11.9","2.0","0.8","0.3","",".",".",".","",".","",".",".",".","."
"Undergraduates","","563","3.127","32.9","22.4","19.9","8.7","11.7","3.6","0.7","0.2","",".",".",".","",".","",".",".",".","."
"Special","","15","3.274","40.0","20.0","20.0","6.7","13.3",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","203","3.663","23.6","8.9","5.9","0.5","0.5",".",".","59.6","",".","1.0",".","",".","",".",".",".","."
"","Dept. Total","781","3.195","30.6","18.8","16.3","6.5","8.8","2.6","0.5","15.6","",".","0.3",".","",".","",".",".",".","."
