"ALS","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","981","3.143","27.1","21.7","18.1","9.5","6.1","2.7","2.1","6.9","0.1","4.1","",".","0.9","0.1","0.2",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","2.899","15.3","23.5","22.4","8.2","5.1","7.1","4.1","1.0",".","12.2","",".",".",".",".",".","1.0"
"Sophomore","","201","3.090","25.4","20.9","15.4","13.9","6.5","3.5","2.5",".",".","11.9","",".",".",".",".",".","."
"Junior","","185","3.213","31.9","24.9","22.7","9.2","6.5","1.6","2.2",".",".","0.5","",".",".","0.5",".",".","."
"Senior","","380","3.158","30.8","22.9","18.9","9.7","7.6","2.4","2.1","4.2","0.3","0.3","",".",".",".","0.3",".","0.5"
"Undergraduates","","864","3.126","28.0","22.9","19.3","10.4","6.8","3.0","2.4","2.0","0.1","4.4","",".",".","0.1","0.1",".","0.3"
"Special","","23","3.255","17.4","30.4","21.7","13.0","4.3",".",".",".",".","8.7","",".",".",".","4.3",".","."
"Graduate","","94","3.623","21.3","8.5","6.4",".",".",".",".","54.3",".",".","",".","9.6",".",".",".","."
"","Dept. Total","981","3.143","27.1","21.7","18.1","9.5","6.1","2.7","2.1","6.9","0.1","4.1","",".","0.9","0.1","0.2",".","0.3"
