"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","86966","3.242","36.3","20.1","20.1","7.8","7.4","2.0","1.3","3.1","0.0","1.1","0.0","0.1","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","9010","2.958","24.1","19.3","22.8","11.4","12.7","3.9","2.7","0.1",".","2.7","0.1",".","0.1",".","0.1","0.0"
"Sophomore","","21029","3.166","31.2","21.5","24.2","9.3","8.6","2.3","1.4","0.1",".","1.1","0.0",".","0.0","0.0","0.0","0.1"
"Junior","","20641","3.210","33.7","21.8","22.9","8.5","8.3","2.2","1.3","0.3","0.0","0.6","0.0",".","0.1","0.1","0.0","0.1"
"Senior","","25841","3.310","40.0","21.1","19.1","7.4","6.6","1.8","1.1","1.7","0.1","0.6","0.0","0.0","0.2","0.1","0.1","0.1"
"Undergraduates","","76521","3.198","34.0","21.2","22.0","8.7","8.3","2.3","1.5","0.7","0.0","1.0","0.0","0.0","0.1","0.1","0.0","0.1"
"Special","","1236","3.376","32.3","12.7","10.5","3.3","3.1","1.1","1.5","24.6","0.1","4.4","0.5",".","0.9","1.9","2.9","0.2"
"Graduate","","9089","3.805","56.4","12.0","5.5","0.6","0.3","0.0","0.1","21.0","0.2","1.8","0.0","1.4","0.4","0.0","0.3","0.0"
"Prof Yr 1","","215","3.426","54.0","12.6","23.7","2.8","6.5","0.5",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","51","3.900","88.2","9.8",".","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","96","3.952","83.3","6.3","1.0",".",".",".",".","5.2",".","2.1",".","1.0","1.0",".",".","."
"Prof Yr 4","","9","3.737","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","371","3.621","66.3","11.3","14.0","1.9","3.8","0.3",".","1.3",".","0.5",".","0.3","0.3",".",".","."
"","College Total","87217","3.242","36.5","20.1","20.1","7.7","7.4","2.0","1.3","3.2","0.0","1.1","0.0","0.1","0.1","0.1","0.1","0.1"
