"","990
014","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
015","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
040","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","879","2.844","21.2","14.7","27.2","12.3","14.7","5.3","3.2","1.4","",".","0.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","2.430","12.7","7.0","29.6","8.5","23.9","9.9","8.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","254","2.673","17.3","6.3","33.9","10.2","20.5","7.9","3.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","184","2.681","13.6","18.5","22.8","22.3","13.0","4.9","4.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","330","3.106","27.9","20.6","25.8","10.3","10.6","3.3","0.9","0.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","839","2.817","20.3","14.7","27.9","12.8","15.3","5.6","3.3","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","5","3.900","80.0","20.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","35","3.529","34.3","14.3","14.3","2.9","2.9",".",".","28.6","",".","2.9","",".","",".","",".",".",".","."
"","Dept. Total","879","2.844","21.2","14.7","27.2","12.3","14.7","5.3","3.2","1.4","",".","0.1","",".","",".","",".",".",".","."
