"","990
008","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
012","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Independent Work","999
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"COMP LIT
260","Dept. Total","465","3.430","29.0","36.8","24.9","4.9","1.5","0.2","0.4","1.9","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.153","2.8","41.7","41.7","11.1","2.8",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","149","3.369","21.5","45.0","26.2","4.7","1.3","0.7","0.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","149","3.448","25.5","41.6","27.5","3.4","0.7",".",".","1.3","",".",".","",".",".","",".",".",".","."
"Senior","","93","3.412","35.5","28.0","21.5","7.5","3.2",".","1.1","3.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","427","3.388","24.4","39.8","26.9","5.4","1.6","0.2","0.5","1.2","",".",".","",".",".","",".",".",".","."
"Special","","3","3.500","33.3",".","33.3",".",".",".",".","33.3","",".",".","",".",".","",".",".",".","."
"Graduate","","35","3.984","85.7","2.9",".",".",".",".",".","8.6","",".",".","",".","2.9","",".",".",".","."
"","Dept. Total","465","3.430","29.0","36.8","24.9","4.9","1.5","0.2","0.4","1.9","",".",".","",".","0.2","",".",".",".","."
