"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"990
152
PhD Thesis-Finance","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FINANCE
Dept. Total
233","1206","3.268","32.8","21.6","25.4","11.3","4.8","1.2","1.2","1.5","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"Junior","245","3.059","20.0","18.4","37.6","15.5","4.5","1.2","2.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","640","3.184","27.5","22.3","26.6","14.1","6.9","1.6","1.1",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","885","3.149","25.4","21.2","29.6","14.5","6.2","1.5","1.6",".","",".",".","",".","",".","",".",".",".","."
"Special","32","3.067","28.1","9.4","34.4","9.4","6.3","3.1","3.1","3.1","",".",".","",".","",".","",".",".","3.1","."
"Graduate","287","3.693","56.1","24.0","11.5","1.7","0.3","0.3",".","5.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","1206","3.268","32.8","21.6","25.4","11.3","4.8","1.2","1.2","1.5","",".",".","",".","",".","",".",".","0.1","."
