"PhD Thesis-Real Estate","990
097","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
142","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
156","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng&Rsch-Real Estate PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"REAL EST
239","Dept. Total","550","3.521","50.5","22.0","17.3","3.8","3.1","1.1","0.5","1.3","",".",".","",".","",".","",".",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","130","3.286","38.5","20.8","23.8","3.1","7.7","3.1","1.5","0.8","",".",".","",".","",".","",".",".",".","0.8"
"Senior","","317","3.548","49.8","23.7","17.7","4.4","2.2","0.6","0.3","1.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","447","3.471","46.5","22.8","19.5","4.0","3.8","1.3","0.7","1.1","",".",".","",".","",".","",".",".",".","0.2"
"Special","","9","3.571","44.4","11.1","11.1","11.1",".",".",".","11.1","",".",".","",".","",".","",".",".","11.1","."
"Graduate","","94","3.773","70.2","19.1","7.4","2.1",".",".",".","1.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","550","3.521","50.5","22.0","17.3","3.8","3.1","1.1","0.5","1.3","",".",".","",".","",".","",".",".","0.2","0.2"
