"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","428","3.491","38.8","28.0","15.4","6.3","2.6","0.2","0.5","6.1","",".",".","",".","",".","1.2","0.9",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","31","3.548","48.4","22.6","19.4","9.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","97","3.505","42.3","28.9","21.6","5.2","1.0","1.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","91","3.407","27.5","38.5","23.1","3.3","5.5",".",".","1.1","",".",".","",".","",".","1.1",".",".","."
"Senior","154","3.445","39.6","29.2","10.4","10.4","3.2",".","1.3","2.6","",".",".","",".","",".","1.3","1.9",".","."
"Undergraduates","373","3.460","38.1","30.8","17.2","7.2","2.9","0.3","0.5","1.3","",".",".","",".","",".","0.8","0.8",".","."
"Special","3","",".",".",".",".",".",".",".","66.7","",".",".","",".","",".",".","33.3",".","."
"Graduate","52","3.855","46.2","9.6","3.8",".",".",".",".","36.5","",".",".","",".","",".","3.8",".",".","."
"Dept. Total","428","3.491","38.8","28.0","15.4","6.3","2.6","0.2","0.5","6.1","",".",".","",".","",".","1.2","0.9",".","."
