"","990
082","5","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
083","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
084","1","***","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research","Course Total","40","",".",".",".",".",".",".","",".","100.0","",".",".",".","",".","",".",".",".","."
"PHM SCI
718","Dept. Total","896","3.363","43.1","16.9","23.0","9.5","2.7","0.2","",".","4.7","",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","2.818","20.0",".","20.0","20.0","40.0",".","",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","14","3.593","57.1","21.4","14.3",".","7.1",".","",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","40","3.500","52.5","15.0","20.0","5.0","7.5",".","",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","100","3.410","43.0","18.0","23.0","10.0","5.0",".","",".","1.0","",".",".",".","",".","",".",".",".","."
"Undergraduates","","159","3.427","45.9","17.0","21.4","8.2","6.9",".","",".","0.6","",".",".",".","",".","",".",".",".","."
"Special","","3","3.000",".","33.3",".","33.3",".",".","",".","33.3","",".",".",".","",".","",".",".",".","."
"Graduate","","122","3.931","63.9","2.5","0.8",".",".",".","",".","32.8","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","188","3.166","36.2","21.8","22.3","17.0","2.1","0.5","",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","374","3.380","36.1","19.8","31.6","10.2","2.1","0.3","",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","50","3.564","64.0","10.0","22.0","2.0","2.0",".","",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","612","3.317","38.4","19.6","27.9","11.6","2.1","0.3","",".",".","",".",".",".","",".","",".",".",".","."
"","Dept. Total","896","3.363","43.1","16.9","23.0","9.5","2.7","0.2","",".","4.7","",".",".",".","",".","",".",".",".","."
