"","991
043","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
052","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
054","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","29","",".",".",".",".",".",".",".","79.3","",".",".",".","20.7",".",".",".","."
"NUTR SCI
694","Dept. Total","1212","2.945","20.9","17.1","22.4","11.9","17.2","2.9","1.2","5.9","",".",".",".","0.5","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","173","2.647","10.4","13.9","21.4","18.5","28.9","6.4","0.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","313","3.035","22.0","23.3","22.4","13.7","14.4","2.6","1.3","0.3","",".",".",".",".",".",".",".","."
"Junior","","257","2.915","21.8","15.2","25.3","11.7","20.6","2.3","1.9","1.2","",".",".",".",".",".",".",".","."
"Senior","","343","2.989","24.2","15.7","23.9","11.1","16.6","2.9","1.2","4.1","",".",".",".",".","0.3",".",".","."
"Undergraduates","","1086","2.929","20.8","17.5","23.4","13.2","18.9","3.2","1.3","1.7","",".",".",".",".","0.1",".",".","."
"Special","","13","3.017","15.4","15.4","30.8","7.7","15.4",".",".","7.7","",".",".",".",".","7.7",".",".","."
"Graduate","","111","3.488","20.7","13.5","11.7",".","0.9",".",".","46.8","",".",".",".","5.4",".",".","0.9","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1212","2.945","20.9","17.1","22.4","11.9","17.2","2.9","1.2","5.9","",".",".",".","0.5","0.2",".","0.1","."
