"ALS","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","182","3.311","22.5","12.1","16.5","1.1","6.6","0.5","",".","9.9","",".","28.6","0.5","1.1","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","10","3.040","20.0","20.0","40.0",".","20.0",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","28","3.239","35.7","17.9","28.6",".","17.9",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","40","3.217","22.5","25.0","32.5","5.0","10.0","2.5","",".",".","",".",".",".",".","2.5",".",".","."
"Undergraduates","","80","3.215","28.8","21.3","31.3","2.5","13.8","1.3","",".",".","",".",".",".",".","1.3",".",".","."
"Graduate","","102","3.648","17.6","4.9","4.9",".","1.0",".","",".","17.6","",".","51.0","1.0","2.0",".",".",".","."
"","Dept. Total","182","3.311","22.5","12.1","16.5","1.1","6.6","0.5","",".","9.9","",".","28.6","0.5","1.1","0.5",".",".","."
