"Figures of Medieval Eng Lit","361
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"A Theme-Medieval Eng Lit","362
001","","6","3.167","33.3","16.7","16.7","16.7","16.7","",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Germanic Languages","755
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","35","3.468","31.4","34.3","11.4","8.6","2.9","",".","",".","8.6","",".",".","",".","",".","",".",".","2.9","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","2.750",".",".","50.0","50.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.300","20.0","40.0","20.0","20.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","22","3.546","40.9","36.4","9.1","4.5","4.5","",".","",".",".","",".",".","",".","",".","",".",".","4.5","."
"Undergraduates","","","29","3.448","34.5","34.5","13.8","10.3","3.4","",".","",".",".","",".",".","",".","",".","",".",".","3.4","."
"Special","","","3","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","3.667","33.3","66.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","3.468","31.4","34.3","11.4","8.6","2.9","",".","",".","8.6","",".",".","",".","",".","",".",".","2.9","."
