"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"International Business","200
001","222","2.951","15.3","23.9","27.0","12.6","14.4","0.9","3.2","2.7",".","",".",".","",".","",".","",".",".","."
"Intercultural Communctn in Bus","320
001","26","3.980","92.3","3.8",".",".",".",".",".","3.8",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","365
000A","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Reading & Research-Intl Bus","399
222","51","4.000","98.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","","2.0",".","."
"","420
001","9","3.278","11.1","33.3","55.6",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","420
002","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","Course Total","15","3.333","13.3","40.0","46.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Multinational Bus Finance","445
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Latin Amer Economc Develpmt","462
001","14","3.571","50.0","28.6","7.1","14.3",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intl Operations: Probs&Adm","755
001","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","343","3.173","36.4","19.2","21.0","9.0","9.3","0.6","2.0","2.0","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","54","2.889","16.7","22.2","29.6","9.3","16.7","1.9","3.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","","117","3.013","34.2","20.5","17.1","12.0","11.1","0.9","3.4","0.9","",".",".","",".","",".","",".",".",".","."
"Senior","","141","3.403","46.1","19.1","18.4","5.7","5.7",".","0.7","3.5","",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","312","3.161","36.5","20.2","19.9","8.7","9.6","0.6","2.2","1.9","",".",".","",".","",".","",".","0.3",".","."
"Special","","17","2.875",".","17.6","47.1","17.6","11.8",".",".","5.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","13","3.731","76.9",".","15.4","7.7",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","343","3.173","36.4","19.2","21.0","9.0","9.3","0.6","2.0","2.0","",".",".","",".","",".","",".","0.3",".","."
