"","999
051","4","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
061","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","999
091","5","***","","","","","","","","","",".",".",".","",".",".",".","."
"Advanced Independent Work","Course Total","36","",".",".",".",".",".",".",".","97.2","2.8",".",".","",".",".",".",".","."
"MUSIC
660","Dept. Total","3664","3.702","76.3","8.4","7.9","1.0","1.5","0.2","0.2","4.3","0.0",".",".","",".","0.1",".",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","277","3.601","78.0","7.9","7.6","2.9","2.9","0.4","0.4",".",".",".",".","",".",".",".",".","."
"Sophomore","","811","3.725","81.0","8.8","8.0","0.7","0.7",".","0.5",".",".",".",".","",".","0.1",".",".","0.1"
"Junior","","933","3.698","79.8","8.7","9.0","0.5","1.1","0.4","0.4",".",".",".",".","",".",".",".",".","."
"Senior","","1209","3.683","76.5","8.7","7.7","1.2","2.6","0.3",".","2.9",".",".",".","",".","0.1",".",".","."
"Undergraduates","","3230","3.691","78.7","8.6","8.1","1.1","1.7","0.3","0.3","1.1",".",".",".","",".","0.1",".",".","0.0"
"Special","","107","3.733","17.8","2.8","2.8",".",".",".",".","76.6",".",".",".","",".",".",".",".","."
"Graduate","","343","3.794","72.3","7.9","6.7","0.3","0.3",".",".","12.2","0.3",".",".","",".",".",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","3684","3.702","76.4","8.4","7.8","1.0","1.5","0.2","0.2","4.3","0.0",".",".","",".","0.1",".",".","0.0"
