"Globalizatn, Poverty&Develpmnt","373
001","29","3.190","27.6","20.7","34.5","3.4","10.3","3.4",".",".",".","",".",".","",".","",".","",".",".","."
"Topics in Global Security","601
001","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Topics:Culture-Age of Globlztn","603
001","26","3.885","76.9","23.1",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Topics-Intl Rel&Environment","606
001","13","3.592","46.2","30.8",".","15.4",".",".",".","7.7",".","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","107","3.420","40.2","29.0","15.9","2.8","4.7","2.8","0.9","2.8","",".",".","",".","",".","",".",".",".","0.9"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","1.000",".",".",".",".",".","100.0",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","7","3.071","14.3","42.9","28.6",".",".","14.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","17","3.375","29.4","23.5","35.3",".","5.9",".",".",".","",".",".","",".","",".","",".",".",".","5.9"
"Senior","","77","3.455","41.6","31.2","11.7","3.9","5.2","1.3","1.3","3.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","102","3.390","37.3","30.4","16.7","2.9","4.9","2.9","1.0","2.9","",".",".","",".","",".","",".",".",".","1.0"
"Graduate","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","107","3.420","40.2","29.0","15.9","2.8","4.7","2.8","0.9","2.8","",".",".","",".","",".","",".",".",".","0.9"
