"","999
105","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
188","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
198","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","42","3.864","81.0",".",".",".",".",".","2.4","14.3","",".",".",".",".","2.4",".",".","."
"CURRIC
272","Dept. Total","2061","3.924","68.0","4.5","1.6","0.4","0.2","0.0","0.1","5.1","",".","18.1","0.0","0.9","0.5",".","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.786","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","29","3.546","65.5","13.8","6.9","3.4","6.9",".","3.4",".","",".",".",".",".",".",".",".","."
"Junior","","213","3.913","68.1","6.1","2.8",".","0.9",".",".",".","",".","22.1",".",".",".",".",".","."
"Senior","","1137","3.915","64.9","5.0","2.0","0.5","0.1","0.1","0.1",".","",".","27.2","0.1",".",".",".",".","."
"Undergraduates","","1385","3.904","65.4","5.5","2.2","0.5","0.4","0.1","0.1",".","",".","25.7","0.1",".",".",".",".","."
"Special","","172","3.959","81.4","5.8",".",".",".",".",".",".","",".","9.9",".",".","0.6",".","2.3","."
"Graduate","","504","3.967","70.6","1.2","0.6","0.2",".",".","0.2","21.0","",".","0.2",".","3.8","1.8",".","0.2","0.2"
"","Dept. Total","2061","3.924","68.0","4.5","1.6","0.4","0.2","0.0","0.1","5.1","",".","18.1","0.0","0.9","0.5",".","0.2","0.0"
